"DAY_OF_MONTH","DAY_OF_WEEK","CARRIER","ORIGIN","DEST","DEP_DELAY_NEW","ARR_DELAY_NEW","DISTANCE"
1,2,"AA","PHX","SJC",0,0,621
22,2,"AA","LAX","AUS",0,0,1242
6,7,"WN","HOU","HRL",0,0,277
24,4,"G4","PIE","CVG",0,0,776
28,1,"F9","CLE","DEN",27,30,1201
13,7,"OH","PHL","GSP",0,0,515
7,1,"YV","LBB","PHX",0,0,588
22,2,"WN","PHX","HOU",4,36,1020
7,1,"OO","MSP","ATW",0,0,236
14,1,"WN","SAN","PDX",29,18,933
11,5,"DL","ATL","CHS",0,0,259
11,5,"AA","DFW","PBI",10,7,1102
13,7,"9E","MSP","IND",0,0,503
27,7,"9E","ATL","TLH",1,6,223
14,1,"MQ","LGA","GSO",8,0,461
15,2,"WN","HOU","DAL",NA,NA,239
8,2,"DL","BHM","ATL",0,0,134
9,3,"EV","EWR","CHS",0,0,628
14,1,"AA","SFO","JFK",0,0,2586
30,3,"UA","LAX","IAD",0,0,2288
3,4,"DL","GRR","DTW",0,1,120
26,6,"YV","BOS","IAD",86,79,413
13,7,"MQ","JFK","ORF",0,0,290
15,2,"WN","BNA","STL",2,0,272
3,4,"B6","CHS","FLL",0,0,470
5,6,"WN","LAS","ELP",0,0,583
22,2,"MQ","OMA","ORD",0,0,416
15,2,"DL","MIA","ATL",0,0,594
24,4,"UA","ORD","LGA",7,0,733
17,4,"EV","LRD","IAH",0,0,301
8,2,"AA","LGA","ORD",6,0,733
19,6,"AA","MIA","TUL",29,21,1168
4,5,"UA","DFW","IAH",0,69,224
16,3,"OO","FSM","ATL",0,0,579
24,4,"YV","ATL","IAH",0,1,689
8,2,"UA","PHX","ORD",6,0,1440
9,3,"AA","DFW","CLT",0,0,936
17,4,"AA","SJU","PHL",0,3,1576
28,1,"AS","PDX","ANC",0,0,1542
5,6,"WN","SLC","OAK",0,0,588
15,2,"YX","MSP","LGA",0,0,1020
25,5,"9E","SHV","ATL",0,0,551
23,3,"DL","DTW","LAX",3,0,1979
26,6,"OO","TUS","PHX",0,0,110
24,4,"DL","ATL","CVG",23,2,373
21,1,"AA","PWM","PHL",0,0,364
4,5,"WN","STL","DEN",1,0,770
27,7,"YX","EWR","BGR",0,0,393
8,2,"NK","IAH","DEN",0,0,862
13,7,"AA","CLT","DCA",0,0,331
1,2,"DL","ATL","SAN",0,5,1892
21,1,"AA","JFK","SEA",89,107,2422
12,6,"AA","DFW","MIA",24,12,1121
29,2,"NK","PHL","DTW",0,0,453
28,1,"AA","JFK","LAS",0,0,2248
26,6,"OO","SLC","BUR",0,0,574
24,4,"AA","DFW","PDX",0,0,1616
2,3,"DL","LGA","DTW",0,0,502
13,7,"YV","ORF","IAD",8,10,157
12,6,"B6","JFK","LAX",0,0,2475
2,3,"OH","CLT","TUL",0,0,842
11,5,"WN","PHX","DAL",98,85,879
18,5,"OO","RNO","LAX",17,26,391
2,3,"AA","PHL","IAH",0,0,1325
4,5,"EV","CHA","EWR",2,0,718
28,1,"MQ","SGF","ORD",0,0,438
8,2,"WN","OAK","LAX",1,0,337
6,7,"OH","LEX","CLT",0,0,281
12,6,"NK","SEA","LAS",0,0,867
16,3,"WN","BWI","DEN",74,44,1491
1,2,"UA","IAD","SAN",0,0,2253
11,5,"AA","PHL","ORD",0,0,678
29,2,"WN","BNA","HOU",14,0,670
16,3,"9E","JAX","JFK",NA,NA,828
6,7,"YX","PIT","EWR",0,0,319
25,5,"F9","RDU","CVG",0,0,390
19,6,"UA","IAD","SFO",0,31,2419
29,2,"OH","DCA","BDL",9,0,313
15,2,"DL","EWR","DTW",0,0,488
15,2,"WN","BWI","STL",5,8,738
13,7,"WN","OAK","CMH",0,0,2110
28,1,"WN","SAN","PDX",5,0,933
3,4,"AA","PHL","AUS",3,0,1430
1,2,"WN","MSY","LAS",0,1,1500
19,6,"YV","SBA","PHX",0,0,455
18,5,"WN","EWR","OAK",51,27,2555
25,5,"OH","FAY","CLT",79,103,118
8,2,"AA","ORD","PIT",0,0,413
22,2,"OO","DAY","DTW",0,0,166
8,2,"OO","UIN","ORD",0,0,222
24,4,"AA","PHX","ONT",0,0,325
5,6,"YV","BNA","IAD",0,0,542
22,2,"G4","FLL","TYS",0,0,708
5,6,"WN","OAK","ONT",0,0,362
25,5,"DL","LAX","ATL",35,32,1947
25,5,"AA","DFW","IAH",0,0,224
8,2,"AA","CLT","RDU",0,0,130
24,4,"EV","BTR","ATL",9,34,448
8,2,"YX","DCA","CLT",0,0,331
16,3,"AA","SFO","DFW",0,0,1464
27,7,"UA","SNA","IAH",0,0,1346
10,4,"OH","IAD","CLT",172,178,322
2,3,"AS","ORD","LAX",NA,NA,1744
15,2,"WN","AUS","PHX",3,5,872
17,4,"OO","DTW","MKE",90,75,237
21,1,"OO","DRO","DEN",0,0,250
23,3,"F9","JAX","DEN",0,0,1447
30,3,"B6","BOS","SAN",0,14,2588
19,6,"AA","MCO","LAX",0,0,2218
1,2,"WN","HOU","MSY",3,0,302
26,6,"AA","DFW","CLT",3,0,936
14,1,"WN","STL","MSY",16,1,604
4,5,"DL","LGA","MSY",0,0,1183
6,7,"EV","DFW","MLU",31,17,293
3,4,"WN","BUR","LAS",0,0,223
25,5,"DL","CVG","ATL",0,6,373
28,1,"AA","JFK","MIA",0,0,1089
7,1,"UA","IAH","EWR",10,0,1400
31,4,"G4","LAS","BLI",0,0,954
5,6,"DL","DEN","LAX",0,0,862
31,4,"YV","OKC","DFW",0,0,175
2,3,"YX","PIT","ORD",0,0,413
14,1,"YV","TUS","IAH",0,0,936
25,5,"HA","KOA","HNL",7,5,163
12,6,"F9","LAS","ATL",74,61,1747
9,3,"WN","DEN","TPA",0,0,1506
27,7,"WN","PHX","SJC",0,0,621
9,3,"DL","LAX","DFW",0,0,1235
18,5,"YX","LGA","IAH",0,0,1416
25,5,"WN","AUS","BWI",0,4,1342
27,7,"MQ","SGF","DFW",0,0,364
10,4,"WN","ONT","SMF",0,0,390
9,3,"AA","BOS","JFK",0,0,187
29,2,"YX","LGA","XNA",0,0,1147
20,7,"AS","OAK","SEA",65,68,672
23,3,"WN","SFO","LAX",45,52,337
2,3,"AA","DFW","SFO",27,53,1464
9,3,"B6","DCA","BOS",0,0,399
11,5,"B6","EWR","SJU",180,161,1608
7,1,"B6","ALB","MCO",0,2,1073
29,2,"AA","BOS","ORD",0,0,867
5,6,"AA","PHX","LAS",0,0,255
10,4,"WN","ATL","OAK",12,0,2130
8,2,"AA","RDU","CLT",6,0,130
3,4,"WN","SLC","DEN",215,220,391
21,1,"DL","PHX","DTW",2,0,1671
20,7,"AA","ORD","SEA",12,0,1721
16,3,"NK","DTW","LGA",0,0,502
17,4,"WN","SEA","MDW",12,5,1733
1,2,"WN","BWI","ISP",13,7,220
21,1,"9E","ATL","TYS",0,0,152
26,6,"DL","ATL","MEM",27,50,332
18,5,"EV","IAH","AMA",0,0,517
27,7,"UA","ONT","SFO",0,0,363
3,4,"MQ","OKC","DFW",NA,NA,175
14,1,"DL","LAS","SEA",0,0,867
2,3,"AA","DFW","CHS",0,0,987
21,1,"UA","DEN","DTW",0,0,1123
25,5,"B6","SJU","BDL",0,0,1666
27,7,"B6","DCA","BOS",53,49,399
3,4,"YX","CLT","IND",0,0,427
14,1,"UA","IAD","MCO",0,0,758
16,3,"NK","MSP","BWI",14,16,936
18,5,"UA","ORD","MCO",0,0,1005
14,1,"EV","CHA","DFW",0,0,695
4,5,"B6","HPN","MCO",0,0,972
8,2,"WN","HOU","FLL",10,0,957
8,2,"EV","EWR","MSN",0,0,799
26,6,"DL","ATL","BHM",0,0,134
15,2,"OO","PHX","FLG",0,1,119
2,3,"AA","DFW","JAX",0,0,918
30,3,"DL","JFK","SLC",0,0,1990
22,2,"OO","CLT","LGA",0,0,544
13,7,"9E","ATL","SGF",0,0,563
27,7,"9E","DTW","IAH",0,NA,1075
15,2,"UA","SFO","PDX",12,11,550
21,1,"AA","DFW","ATL",1,0,731
16,3,"HA","HNL","OGG",0,0,100
29,2,"DL","PHX","JFK",0,0,2153
28,1,"OO","SFO","BUR",0,0,326
17,4,"AA","ORD","EWR",1,9,719
17,4,"YV","IAD","DFW",0,0,1172
16,3,"AA","DFW","MKE",0,0,853
2,3,"DL","ATL","STL",38,36,484
17,4,"UA","SFO","LIH",0,0,2447
7,1,"AA","PHL","ORD",0,0,678
18,5,"AA","DFW","BWI",9,15,1217
15,2,"WN","SAN","SFO",35,20,447
20,7,"DL","BUF","ATL",5,81,712
8,2,"HA","OGG","HNL",0,0,100
6,7,"UA","LAX","SFO",0,0,337
27,7,"OO","FSD","MSP",0,0,196
24,4,"OH","ORF","CLT",18,20,290
11,5,"HA","HNL","LIH",0,0,102
12,6,"AA","ABQ","DFW",0,0,569
14,1,"WN","LAX","PHX",10,0,370
30,3,"OO","RDD","SFO",0,0,199
17,4,"DL","DAB","ATL",0,1,366
18,5,"UA","MIA","EWR",0,0,1085
17,4,"WN","OAK","LAS",2,1,407
26,6,"B6","LGB","OAK",0,0,353
19,6,"UA","IAD","EWR",0,0,212
2,3,"HA","HNL","KOA",2,0,163
4,5,"WN","SEA","DEN",23,2,1024
29,2,"UA","TPA","DEN",0,0,1506
21,1,"OO","PWM","DTW",0,0,668
3,4,"OO","DSM","DTW",0,0,533
26,6,"YX","EWR","AUS",0,0,1504
15,2,"AA","BDL","CLT",0,0,644
26,6,"DL","GRR","DTW",0,0,120
14,1,"WN","SMF","PDX",10,1,479
21,1,"DL","SAN","SEA",0,0,1050
13,7,"DL","DTW","GRR",0,2,120
17,4,"DL","RDU","DTW",0,0,501
11,5,"YV","DFW","ABQ",0,0,569
25,5,"AA","LAX","CMH",0,0,1995
18,5,"B6","JFK","DEN",4,0,1626
26,6,"B6","MCO","BQN",0,0,1129
4,5,"YX","MEM","PHL",39,21,875
4,5,"9E","IND","DTW",0,0,231
16,3,"AS","FLL","LAX",0,0,2343
20,7,"AS","SEA","DCA",0,0,2329
8,2,"OO","PSC","DEN",0,0,852
1,2,"MQ","DFW","MSN",0,0,821
27,7,"UA","LAX","IAD",0,0,2288
9,3,"DL","BWI","MSP",1,0,936
20,7,"WN","PHX","MCO",0,0,1849
6,7,"AA","TUS","PHX",0,0,110
21,1,"DL","MIA","MSP",0,0,1501
24,4,"DL","TPA","JFK",50,56,1005
29,2,"9E","DTW","IND",0,0,231
11,5,"OO","TRI","ATL",0,0,227
12,6,"OH","TYS","CLT",18,0,177
1,2,"WN","MDW","BOS",0,0,861
18,5,"UA","SFO","SNA",0,0,372
20,7,"B6","CHS","JFK",0,0,636
4,5,"AA","CLT","PDX",3,6,2282
26,6,"DL","PBI","ATL",0,0,545
8,2,"DL","LAS","MSP",0,0,1299
30,3,"OO","ORD","DLH",7,0,397
16,3,"B6","SJU","MCO",0,3,1189
31,4,"AA","ORD","PHL",97,88,678
10,4,"DL","SJU","JFK",0,0,1598
2,3,"OO","BIL","SLC",0,5,387
8,2,"DL","ORD","MSP",9,8,334
4,5,"OO","LAS","LAX",0,0,236
6,7,"DL","ATL","CMH",13,5,447
21,1,"WN","DAL","MEM",20,14,423
8,2,"F9","LAS","CVG",0,0,1678
2,3,"WN","FLL","LAS",15,8,2173
2,3,"YX","DFW","LGA",0,0,1389
18,5,"UA","IAH","SAV",0,0,851
2,3,"WN","STL","SAT",0,0,786
27,7,"OO","ATL","LFT",0,0,503
3,4,"G4","LAS","OAK",12,13,407
17,4,"AA","PSP","ORD",0,0,1651
30,3,"WN","BNA","MCI",0,0,491
16,3,"DL","BNA","ATL",125,131,214
